Date,Issuer,Bloomberg Code,Currency,Volume (m),FX rate,USD equivalent,Coupon,Coupon Type,Maturity,Re-Offer,IPT/IPG,Spread,Yield,First Call Date,Moody's,S&P,Fitch,Ranking,Subordinated,Covered,Increase?,Format,NIP,Region,Country,Sector,Category,Bookrunners,Passive Leads,LT eligible?,Stats,Web Articles,Bberg Articles on EMRJ/IGRC,Add. Info,Tier,Green,Sustainable,Sustainability-Linked,Social,Senior Non-Preferred,Senior Preferred,COC,MWC,CUC,HoldCo,OpCo,Deal ID,LEAD1,LEAD2,LEAD3,LEAD4,LEAD5,LEAD6,LEAD7,LEAD8,LEAD9,LEAD10,LEAD11,LEAD12,LEAD13
22-May-18,ARKEA,AS7495078 CORP,EUR,500,1.17911,589.08,1.5,Fixed,1-Jun-33,99.92,MS+15a,MS+14,,,NR,AAA,NR,IG,No,Yes,No,RegS only,,Western Europe,FRANCE,Financial,Banking,"CA, DZ, SAN, NYKRED, CM ARK",,Yes,"Geography: France 43.00%, Austria/Germany 30.00%, Scandinavia 9.00%, Switzerland 8.00%, Asia 4.00%, UK 4.00%, Others 2.00%.
Investor Type: Central Banks/Official Institutions 41.00%, Funds 24.00%, Insurers/Pension Funds 21.00%, Banks/Private Banks 14.00%.
Final book EUR540m, over 30 accounts.",,No,MC,,No,No,No,No,No,No,No,No,No,No,No,10847917,CREDIT AGRICOLE,DZ BANK,SANTANDER,NYKREDIT,CREDIT MUTUEL ARKEA,,,,,,,,
22-May-18,AKTIA,AS4646848 CORP,EUR,500,1.17911,589.21,0.375,Fixed,30-May-23,99.941,MS+1a,MS-3,,,Aaa,NR,NR,IG,No,Yes,No,RegS only,,Western Europe,FINLAND,Financial,Banking,"BNP, LBBW, NOR, NAT",,Yes,,,No,MC,,No,No,No,No,No,No,No,No,No,No,No,10847893,BNP PARIBAS,LBBW,NORDEA,NATIXIS,,,,,,,,,
18-May-18,COMMERZBANK,AS7195314 CORP,EUR,500,1.1773,587.57,0.625,Fixed,28-May-25,99.816,MS-5a,MS-9,,,Aaa,NR,NR,IG,No,Yes,No,,,Western Europe,GERMANY,Financial,Banking,"ABN, SG, CMZB, DZ, SAN",,Yes,"Geography: Germany 44.00%, UK/Ireland 15.00%, Nordics 13.00%, Austria/Switzerland/Luxembourg 11.00%, Asia 11.00%, Middle East 3.00%, France 3.00%.
Investor Type: Agencies/Central Banks 50.00%, Banks 26.00%, Funds 20.00%, Insurers/Pension Funds 4.00%.
Book over EUR800m, 44 accounts",,No,MC,,No,No,No,No,No,No,No,No,No,No,No,10847622,ABN AMRO,SOCIETE GENERALE,COMMERZBANK,DZ BANK,SANTANDER,,,,,,,,
17-May-18,NORDEA BANK,AS7049065 CORP,EUR,1000,1.17952,1172.45,0.625,Fixed,23-May-25,99.401,MS flat a,MS-3,,,Aaa,NR,NR,IG,No,Yes,No,RegS only,,Western Europe,SWEDEN,Financial,Banking,"HSBC, UBS, SG, LBBW, NOR",,Yes,"Geography: Austria/Germany 43.00%, Nordics 21.00%, Benelux 14.00%, UK 8.00%, France 6.00%, Asia 4.00%, Switzerland 3.00%, Others 1.00%.
Investor Type: Banks 42.00%, Central Banks/Official Institutions 32.00%, Funds 20.00%, Insurers/Pension Funds 3.00%, Others 3.00%.
Books over EUR2bn (including EUR100m JLM) at reoffer, 78 accounts.",,No,MC,,No,No,No,No,No,No,No,No,No,No,No,10847511,HSBC,UBS,SOCIETE GENERALE,LBBW,NORDEA,,,,,,,,
15-May-18,DEUTSCHE PFANDBRIEFBANK,AS6663247 CORP,EUR,500,1.1826,590.78,0.5,Fixed,22-May-24,99.912,MS-6a,MS-9,,,Aa1,NR,NR,IG,No,Yes,No,,,Western Europe,GERMANY,Financial,Banking,"C, DB, CMZB, DEKA, ERST",,Yes,"Geography: Austria/Germany 80.00%, Switzerland 9.00%, France 3.00%, UK 3.00%, Middle East/Asia 3.00%, Others 2.00%.
Investor Type: Banks/Private Banks 53.00%, Asset Managers 21.00%, Official Institutions 21.00%, Insurers 5.00%.
Books last heard over EUR 650m (excl. JLM-interest).",,No,MC,,No,No,No,No,No,No,No,No,No,No,No,10846902,CITIGROUP,DEUTSCHE BANK,COMMERZBANK,DEKA,ERSTE BANK,,,,,,,,
8-May-18,DEUTSCHE BK AG,AS5546302 CORP,EUR,500,1.18709,592.51,0.25,Fixed,15-May-23,99.826,MS-5a,MS-9,,,Aaa,NR,NR,IG,No,Yes,No,,,Western Europe,GERMANY,Financial,Banking,"DB, UNICR, DZ, NOR, BANKIA",,Yes,"Geography: Germany 74.00%, Switzerland 9.00%, Asia 6.00%, Denmark 5.00%, Austria 4.00%, Others 2.00%.
Investor Type: Banks 41.00%, Central Banks 33.00%, Funds 21.00%, Retail Banks 4.00%, Insurers/Pension Funds 1.00%.
Final book at reoffer over EUR1bn, 80 accounts.",,No,MC,,No,No,No,No,No,No,No,No,No,No,No,10818797,DEUTSCHE BANK,UNICREDIT,DZ BANK,NORDEA,BANKIA,,,,,,,,
8-May-18,OBEROSTERREICHISCHE LANDESBANK,AS3613088 CORP,EUR,300,1.18709,354.21,0.625,Fixed,16-May-25,99.462,MS+8a,MS+5,,,NR,AA+,NR,IG,No,Yes,No,RegS only,,Western Europe,AUSTRIA,Financial,Banking,"CMZB, LBBW, ERST",,Yes,"Geography: Germany 48.00%, Austria 42.00%, Nordics 8.00%, Italy 1.00%, Others 1.00%.
Investor Type: Banks 59.00%, Agencies/Government Agencies 23.00%, Asset Managers/Fund Managers 13.00%, Insurers/Pension Funds 5.00%.
Books closed over EUR600m (including EUR30m JLM orders), 54 accounts.",,No,MC,,No,No,No,No,No,No,No,No,No,No,No,10818783,COMMERZBANK,LBBW,ERSTE BANK,,,,,,,,,,
3-May-18,RLB STEIERMARK,AS4230312 CORP,EUR,500,1.19933,595,1.375,Fixed,11-May-33,99.222,MS+15a,MS+11,,,Aaa,NR,NR,IG,No,Yes,No,,,Western Europe,AUSTRIA,Financial,Banking,"UNICR, LBBW, DZ, ERST, RBINT",,Yes,"Geography: Germany 59.00%, Austria 13.00%, Nordics 9.00%, Italy 8.00%, Others 4.00%, Switzerland 4.00%, UK 3.00%.
Investor Type: Funds 32.00%, Central Banks/Official Institutions 31.00%, Banks 23.00%, Insurers/Pension Funds 14.00%.
Final book over EUR1.2bn, 65 accounts.",,No,MC,,No,No,No,No,No,No,No,No,No,No,No,10818279,UNICREDIT,LBBW,DZ BANK,ERSTE BANK,RAIFFEISEN BANK INTERNATIONAL,,,,,,,,
25-Apr-18,CAJA RURAL NAVARRA,AS3626619 CORP,EUR,500,1.21759,604.78,0.875,Fixed,8-May-25,99.34,MS+30a,MS+24,,,Aa1,NR,NR,IG,No,Yes,No,RegS only,,Western Europe,SPAIN,Financial,Banking,"HSBC, ING, CMZB, DZ, BANCO",,Yes,"Geography: Austria/Germany 41.00%, Southern Europe 28.00%, Nordics 9.00%, UK/Ireland 8.00%, France 6.00%, Switzerland 4.00%, Benelux 3.00%, Asia 1.00%.
Investor Type: Asset Managers 46.10%, Central Banks/Official Institutions 21.30%, Banks/Private Banks 20.40%, Insurers/Pension Funds 12.00%, Others 0.20%.
Final book at EUR1.8bn pre-rec.",,No,"Sustainable, Green, Social, MC",,No,Yes,No,No,No,No,No,No,No,No,No,10817387,HSBC,ING,COMMERZBANK,DZ BANK,BANCO COOPERATIVO,,,,,,,,
25-Apr-18,NATIXIS PFANDBRIEFBANK,AS3800503 CORP,EUR,250,1.21759,304.04,0.375,Fixed,3-May-23,99.881,MS-2a,MS-4,,,Aaa,NR,NR,IG,No,Yes,No,,,Western Europe,FRANCE,Financial,Banking,"NDLB, NAT, HEL",,Yes,,,No,MC,,No,No,No,No,No,No,No,No,No,No,No,10817357,NORDDEUTSCHE LB,NATIXIS,HELABA,,,,,,,,,,
23-Apr-18,CREDIT MUTUEL HOME LOAN SFH,AS3449350 CORP,EUR,1000,1.2213,1209.8,1,Fixed,30-Apr-28,99.058,MS+7a,MS+6,,,Aaa,AAA,AAA,IG,No,Yes,No,RegS only,,Western Europe,FRANCE,Financial,Banking,"BAR, DB, NOM, DAN",,Yes,,,No,MC,,No,No,No,No,No,No,No,No,No,No,No,10816869,BARCLAYS,DEUTSCHE BANK,NOMURA,DANSKE BANK,,,,,,,,,
19-Apr-18,SBANKEN BOLIGKREDITT,AS1231446 CORP,EUR,500,1.23488,615.64,0.375,Fixed,26-Apr-23,99.709,MS+7a,MS+3,,,Aaa,NR,NR,IG,No,Yes,No,RegS only,,Western Europe,NORWAY,Financial,Banking,"UNICR, LBBW, NOR, NAT",,Yes,,,No,MC,,No,No,No,No,No,No,No,No,No,No,No,10816477,UNICREDIT,LBBW,NORDEA,NATIXIS,,,,,,,,,
18-Apr-18,RABOBANK,AS2742664 CORP,EUR,750,1.23823,922.7,0.625,Fixed,26-Apr-26,99.357,MS-4a,MS-5,,,Aaa,NR,NR,IG,No,Yes,No,RegS only,,Western Europe,NETHERLANDS,Financial,Banking,"DB, UBS, CA, NATWES, RABO",,Yes,"8-year Geography: Austria/Germany 37.00%, Netherlands 29.00%, UK/Ireland 19.00%, Nordics 10.00%, Others 5.00%.
Investor Type: Banks/Private Banks 47.00%, Central Banks/Official Institutions 33.00%, Asset Managers 19.00%, Insurers/Pension Funds 1.00%.
Combined books last heard around EUR2.4bn incl EUR150m JLM (pre-rec).",,No,MC,,No,No,No,No,No,No,No,No,No,No,No,10816249,DEUTSCHE BANK,UBS,CREDIT AGRICOLE,NATWEST MARKETS,RABOBANK,,,,,,,,
18-Apr-18,RABOBANK,AS2742722 CORP,EUR,1250,1.23823,1546.46,1.5,Fixed,26-Apr-38,99.914,MS+10a,MS+8,,,Aaa,NR,NR,IG,No,Yes,No,RegS only,,Western Europe,NETHERLANDS,Financial,Banking,"DB, UBS, CA, NATWES, RABO",,Yes,"20-year Geography: Austria/Germany 64.00%, France 14.00%, Netherlands 12.00%, UK/Ireland 5.00%, Switzerland 3.00%, Others 2.00%.
Investor Type: Insurers/Pension Funds 39.00%, Asset Managers 32.00%, Central Banks/Official Institutions 21.00%, Banks/Private Banks 8.00%.",,No,MC,,No,No,No,No,No,No,No,No,No,No,No,10816250,DEUTSCHE BANK,UBS,CREDIT AGRICOLE,NATWEST MARKETS,RABOBANK,,,,,,,,
18-Apr-18,DZ HYP,AS2711131 CORP,EUR,500,1.23823,617.97,0.25,Fixed,30-Jun-23,99.815,MS-9a,MS-11,,,NR,AAA,NR,IG,No,Yes,No,,,Western Europe,GERMANY,Financial,Banking,"SG, UNICR, LBBW, NDLB, DZ",,Yes,"Geography: Germany 84.00%, Scandinavia 9.00%, Asia 3.00%, Benelux 2.00%, Austria 1.00%, UK 1.00%.
Investor Type: Asset Managers/Funds/Pension Funds 34.00%, Central Banks 31.00%, Banks 30.00%, Insurers 5.00%.
Final books EUR800m at roffer(excluding JLMs), over 50 accounts..",,No,MC,,No,No,No,No,No,No,No,No,No,No,No,10816226,SOCIETE GENERALE,UNICREDIT,LBBW,NORDDEUTSCHE LB,DZ BANK,,,,,,,,
17-Apr-18,CAFFIL,AS2417614 CORP,EUR,1500,1.23766,1855.78,1,Fixed,25-Apr-28,99.962,MS+6a,MS+4,,,Aaa,AA+,AA,IG,No,Yes,No,RegS only,,Western Europe,FRANCE,Financial,Financial Services,"ABN, BNP, CMZB, CA, SAN",,Yes,"Geography: Austria/Germany 49.00%, France 20.00%, Benelux 15.00%, Ireland 6.00%, UK 4.00%, Scandinavia 2.00%, Asia 2.00%, Italy 1.00%, Others 1.00%.
Investor Type: Banks 38.00%, Central Banks/Official Institutions 27.00%, Investment Managers 27.00%, Insurers 8.00%.
Books closed around EUR2bn (excluding JLM interest) pre rec.",,No,PC,,No,No,No,No,No,No,No,No,No,No,No,10815810,ABN AMRO,BNP PARIBAS,COMMERZBANK,CREDIT AGRICOLE,SANTANDER,,,,,,,,
17-Apr-18,MORTGAGE SOCIETY OF FINLAND,AS0254571 CORP,EUR,250,1.23766,308.55,0.375,Fixed,24-Apr-23,99.719,MS+9a,MS+6,,,NR,AAA,NR,IG,No,Yes,No,RegS only,,Western Europe,FINLAND,Financial,Banking,"DZ, NOR, OP BAN",,Yes,"Geography: Austria/Germany 57.00%, Nordics 29.00%, Benelux 12.00%, Others 2.00%.
Investor Type: Central Banks/Official Institutions 31.00%, Asset Managers 25.00%, Insurers/Pension Funds 22.00%, Banks 22.00%.
Books last heard above EUR400m (Including 25m JLM).",,No,MC,,No,No,No,No,No,No,No,No,No,No,No,10815809,DZ BANK,NORDEA,OP BANK,,,,,,,,,,
16-Apr-18,CBA,AS2402483 CORP,EUR,1000,1.23869,1235.33,0.375,Fixed,24-Apr-23,99.729,MS+7,MS+5,,,Aaa,NR,AAA,IG,No,Yes,No,RegS only,,Japan/Australia/New Zealand,AUSTRALIA,Financial,Banking,"BNP, DB, CBA",,Yes,"Geography: Germany 43.00%, UK 17.00%, Benelux 17.00%, Other EU 11.00%, Asia 5.00%, France 4.00%, Switzerland 3.00%.
Investor Type: Asset Managers 34.00%, Central Banks/Official Institutions 33.00%, Banks/Financial Institutions 28.00%, Insurers/Pension Funds 5.00%.
Final book around EUR1.2bn.",,No,MC,,No,No,No,No,No,No,No,No,No,No,No,10815466,BNP PARIBAS,DEUTSCHE BANK,CBA,,,,,,,,,,
11-Apr-18,SCBC,AS1801172 CORP,EUR,750,1.23747,925.07,0.25,Fixed,19-Apr-23,99.673,MS-2a,MS-5,,,Aaa,NR,NR,IG,No,Yes,No,RegS only,,Western Europe,SWEDEN,Financial,Banking,"ABN, C, CS, GS, NAT, DAN",,Yes,"5-year Geography: Austria/Germany 52.00%, Nordics 18.00%, Benelux 14.00%, UK/Ireland 7.00%, Others 5.00%, France 4.00%.
Investor Type: Banks 67.00%, Asset Managers 18.00%, Central Banks/Official Institutions 11.00%, Insurers/Pension Funds 4.00%.
Books last heard over EUR1.35bn.",,No,MC,,No,No,No,No,No,No,No,No,No,No,No,10814807,ABN AMRO,CITIGROUP,CREDIT SUISSE,GOLDMAN SACHS,NATIXIS,DANSKE BANK,,,,,,,
11-Apr-18,SCBC,AS1801180 CORP,EUR,500,1.23747,609.23,1.25,Fixed,19-Apr-33,98.463,MS+10a,MS+10,,,Aaa,NR,NR,IG,No,Yes,No,RegS only,,Western Europe,SWEDEN,Financial,Banking,"ABN, C, CS, GS, NAT, DAN",,Yes,"15-year Geography: Austria/Germany 52.00%, France 25.00%, UK/Ireland 10.00%, Southern Europe 5.00%, Switzerland 4.00%, Netherlands 3.00%, Asia 1.00%.
Investor Type: Banks 45.00%, Insurers/Pension Funds 27.00%, Asset Managers 27.00%, Others 1.00%.",,No,MC,,No,No,No,No,No,No,No,No,No,No,No,10814808,ABN AMRO,CITIGROUP,CREDIT SUISSE,GOLDMAN SACHS,NATIXIS,DANSKE BANK,,,,,,,
10-Apr-18,AXA BANK EUROPE SCF,AS1508660 CORP,EUR,750,1.2367,920.3,0.5,Fixed,18-Apr-25,99.221,MS flat area,MS-3,,,Aaa,NR,AAA,IG,No,Yes,No,RegS only,,Western Europe,FRANCE,Financial,Banking,"ING, SG, CMZB, UNICR, CA, NAT",,Yes,"7-year Geography: France 43.20%, Austria/Germany/Switzerland 29.30%, Benelux 17.30%, UK/Ireland 4.20%, Southern Europe 4.00%, Asia 2.00%.
Investor Type: Banks 31.60%, Central Banks/Official Institutions 31.30%, Funds 26.20%, Corporates 6.70%, Insurers 4.20%.
Final book over EUR1.9bn excluding JLMs pre-rec, evenly split.",,No,MC,,No,No,No,No,No,No,No,No,No,No,No,10814567,ING,SOCIETE GENERALE,COMMERZBANK,UNICREDIT,CREDIT AGRICOLE,NATIXIS,,,,,,,
10-Apr-18,AXA BANK EUROPE SCF,AS1512035 CORP,EUR,500,1.2367,618.18,1.375,Fixed,18-Apr-33,99.973,MS+14a,MS+10,,,Aaa,NR,AAA,IG,No,Yes,No,RegS only,,Western Europe,FRANCE,Financial,Banking,"ING, SG, CMZB, UNICR, CA, NAT",,Yes,"15-year Geography: France 45.10%, Austria/Germany/Switzerland 26.10%, UK/Ireland 11.90%, Benelux 6.80%, Southern Europe 4.90%, Nordics 3.00%, Asia 2.00%, Middle East 0.20%.
Investor Type: Central Banks 38.00%, Funds 27.20%, Insurers 17.50%, Banks 15.80%, Corporates 1.50%.",,No,MC,,No,No,No,No,No,No,No,No,No,No,No,10814568,ING,SOCIETE GENERALE,COMMERZBANK,UNICREDIT,CREDIT AGRICOLE,NATIXIS,,,,,,,
10-Apr-18,HSBC,AS1597796 CORP,EUR,1000,1.2367,1230.27,0.5,Fixed,17-Apr-25,99.48,MS-5a,MS-7,,,Aaa,AAA,NR,IG,No,Yes,No,RegS only,,Western Europe,UNITED KINGDOM,Financial,Banking,"ABN, HSBC, SG, LBBW, IMI, SWBK, CIBC, SAN, LLOYDS",,Yes,"Geography: France 55.00%, Austria/Germany 21.00%, Nordics 12.00%, Benelux 7.00%, UK/Ireland 3.00%, Switzerland 1.00%, Asia 1.00%.
Investor Type: Agencies/Government Agencies 42.00%, Fund Managers 29.00%, Banks 27.00%, Insurers/Pension Funds 2.00%.
Books Last heard over EUR1.1bn at reoffer spread.",,No,MC,,No,No,No,No,No,No,No,No,No,No,No,10814559,ABN AMRO,HSBC,SOCIETE GENERALE,LBBW,IMI- INTESA SANPAOLO,SWEDBANK,CIBC,SANTANDER,LLOYDS BANK,,,,
10-Apr-18,ERSTE BANK,AS1463080 CORP,EUR,750,1.2367,919.48,0.625,Fixed,17-Apr-26,99.133,MS-1a,MS-3,,,Aaa,NR,NR,IG,No,Yes,No,RegS only,,Western Europe,AUSTRIA,Financial,Banking,"BAYERN, NAT, ERST, DAN, HEL",,Yes,,,No,MC,,No,No,No,No,No,No,No,No,No,No,No,10814493,BAYERNLB,NATIXIS,ERSTE BANK,DANSKE BANK,HELABA,,,,,,,,
9-Apr-18,COMMERZBANK,AS1342268 CORP,EUR,500,1.23274,615.67,0.875,Fixed,18-Apr-28,99.886,MS-5a,MS-7,,,Aaa,NR,NR,IG,No,Yes,No,,,Western Europe,GERMANY,Financial,Banking,"HSBC, CMZB, NDLB, NAT, SEB AB",,Yes,,,No,MC,,No,No,No,No,No,No,No,No,No,No,No,10814269,HSBC,COMMERZBANK,NORDDEUTSCHE LB,NATIXIS,SEB AB,,,,,,,,
5-Apr-18,ING,AS0677870 CORP,EUR,1750,1.22564,2132.64,0.875,Fixed,11-Apr-28,99.43,MS flat a,MS-3,,,Aaa,AAA,AAA,IG,No,Yes,No,RegS only,,Western Europe,NETHERLANDS,Financial,Banking,"CS, ING, LBBW, DZ, NAT, DAN",,Yes,"Geography: Austria/Germany 45.00%, Benelux 30.00%, UK/Ireland 10.00%, Asia 5.00%, France 5.00%, Nordics 3.00%, Others 2.00%.
Investor Type: Asset Managers 31.00%, Banks 31.00%, Central Banks/Official Institutions 24.00%, Insurers/Pension Funds 14.00%.
Closed over EUR2.3bn at final spread, 70 accounts.",,No,MC,,No,No,No,No,No,No,No,No,No,No,No,10813781,CREDIT SUISSE,ING,LBBW,DZ BANK,NATIXIS,DANSKE BANK,,,,,,,
4-Apr-18,ABN AMRO,AS0163715 CORP,EUR,1250,1.22895,1524.84,1.45,Fixed,12-Apr-38,99.261,MS+10a,MS+8,,,Aaa,NR,AAA,IG,No,Yes,No,RegS only,,Western Europe,NETHERLANDS,Financial,Banking,"ABN, HSBC, UBS, UNICR, NAT",,Yes,,,No,MC,,No,No,No,No,No,No,No,No,No,No,No,10813608,ABN AMRO,HSBC,UBS,UNICREDIT,NATIXIS,,,,,,,,
3-Apr-18,CFF,AS0109353 CORP,EUR,1500,1.2282,1838.93,0.25,Fixed,11-Apr-23,99.817,MS-5a,MS-8,,,Aaa,AAA,NR,IG,No,Yes,No,RegS only,,Western Europe,FRANCE,Financial,Banking,"ING, SG, CMZB, NOR, NAT, CAIXAB",,Yes,"Geography: France 34.00%, Germany 23.00%, UK/Ireland 11.00%, Nordics 11.00%, Benelux 10.00%, Asia 4.00%, Others 4.00%, Southern Europe 3.00%.
Investor Type: Central Banks/Official Institutions 42.00%, Asset Managers 28.00%, Banks 25.00%, Insurers/Pension Funds 5.00%.
Final book over EUR2.2bn.",,No,MC,,No,No,No,No,No,No,No,No,No,No,No,10813391,ING,SOCIETE GENERALE,COMMERZBANK,NORDEA,NATIXIS,CAIXABANK,,,,,,,
21-Mar-18,BANK OF NOVA SCOTIA,AR8522856 CORP,EUR,1250,1.23,1532.56,0.25,Fixed,28-Sep-22,99.679,MS flat area,MS-2,,,Aaa,NR,AAA,IG,No,Yes,No,RegS only,,North America,CANADA,Financial,Banking,"BNP, HSBC, DB, LBBW, SCOTIA",,Yes,"Geography: Austria/Germany 57.00%, Benelux 9.00%, Nordics 9.00%, France 7.00%, Switzerland 5.00%, Asia 5.00%, CEEMEA 4.00%, UK/Ireland 2.00%, Iberia/Italy 2.00%.
Investor Type: Banks 43.00%, Funds 25.00%, Central Banks/Official Institutions 20.00%, Insurers/Pension Funds 12.00%.
Final book at reoffer EUR1.6bn, over 70 accounts.",,No,MC,,No,No,No,No,No,No,No,No,No,No,No,10783225,BNP PARIBAS,HSBC,DEUTSCHE BANK,LBBW,SCOTIABANK,,,,,,,,
20-Mar-18,LF HYPOTEK,AR8209025 CORP,EUR,500,1.23,611.82,0.625,Fixed,27-Mar-25,99.483,MS flat a,MS-1,,,Aaa,AAA,NR,IG,No,Yes,No,RegS only,,Western Europe,SWEDEN,Financial,Banking,"DB, UBS, SG, NDLB, DAN",,Yes,"Geography: Austria/Germany 67.00%, Nordics 17.00%, UK 5.00%, Asia 4.00%, Benelux 3.00%, France 3.00%, Others 1.00%.
Investor Type: Banks 39.00%, Asset Managers 33.00%, Central Banks/SSA 25.00%, Insurers 3.00%.
Final book over EUR650m, 40 accounts.",,No,,,No,No,No,No,No,No,No,No,No,No,No,10783109,DEUTSCHE BANK,UBS,SOCIETE GENERALE,NORDDEUTSCHE LB,DANSKE BANK,,,,,,,,
20-Mar-18,AAREAL BANK,AR8119836 CORP,EUR,500,1.23,610.79,0.375,Fixed,30-Jul-24,99.315,MS-14a,MS-14,,,Aaa,NR,AAA,IG,No,Yes,No,RegS only,,Western Europe,GERMANY,Financial,Banking,"BNP, BAYERN, CMZB, UNICR, DEKA",,Yes,,,No,MC,,No,No,No,No,No,No,No,No,No,No,No,10783097,BNP PARIBAS,BAYERNLB,COMMERZBANK,UNICREDIT,DEKA,,,,,,,,
15-Mar-18,BNPP FORTIS,AR7761679 CORP,EUR,750,1.24,920.57,0.875,Fixed,22-Mar-28,98.986,MS flat a,MS-3,,,Aaa,AAA,NR,IG,No,Yes,No,RegS only,,Western Europe,BELGIUM,Financial,Banking,"ABN, BNP, ING, UNICR, SAN, DAN",,Yes,"Geography: Austria/Germany 39.00%, Benelux 20.00%, UK 20.00%, Nordics 11.00%, France 5.00%, Switzerland 3.00%, Others 2.00%.
Investor Type: Asset Managers/Funds 28.00%, Banks/Financial Institutions 26.00%, Central Banks/Official Institutions 26.00%, Insurers 20.00%.
Books closed over EUR1.2bn (pre-rec).",,No,MC,,No,No,No,No,No,No,No,No,No,No,No,10782495,ABN AMRO,BNP PARIBAS,ING,UNICREDIT,SANTANDER,DANSKE BANK,,,,,,,
15-Mar-18,LLOYDS BANK,AR7757933 CORP,EUR,1000,1.24,1232.75,0.625,Fixed,26-Mar-25,99.415,MS+4a,MS+1,,,Aaa,NR,AAA,IG,No,Yes,No,RegS only,,Western Europe,UNITED KINGDOM,Financial,Banking,"BBVA, ING, SG, LBBW, LLOYDS",,Yes,"Geography: Austria/Germany 59.00%, UK/Ireland 19.00%, Benelux 6.00%, Asia 5.00%, Others 4.00%, France 4.00%, Italy/Spain 3.00%.
Investor Type: Bank Treasuries 51.00%, Asset Managers 23.00%, Private Banks 12.00%, Insurers/Pension Funds 7.00%, Central Banks/Official Institutions 7.00%.
Final book around EUR1.35bn.",,No,MC,,No,No,No,No,No,No,No,No,No,No,No,10782455,BBVA,ING,SOCIETE GENERALE,LBBW,LLOYDS BANK,,,,,,,,
15-Mar-18,DZ HYP,AR7645518 CORP,EUR,500,1.24,619.06,0.875,Fixed,22-Mar-28,99.848,MS-13a,MS-13,,,NR,AAA,NR,IG,No,Yes,No,RegS only,,Western Europe,GERMANY,Financial,Banking,"UBS, BAYERN, CMZB, LBBW, DZ",,Yes,,,No,MC,,No,No,No,No,No,No,No,No,No,No,No,10782407,UBS,BAYERNLB,COMMERZBANK,LBBW,DZ BANK,,,,,,,,
13-Mar-18,HELABA,AR7253750 CORP,EUR,1000,1.24,1238.71,0.25,Fixed,20-Mar-23,99.896,MS-15a,MS-17,,,NR,NR,AAA,IG,No,Yes,No,,,Western Europe,GERMANY,Financial,Banking,"DB, CMZB, UNICR, CA, NDLB, DZ, HEL",,Yes,"5-year Geography: Germany 80.00%, Benelux 8.00%, Switzerland 5.00%, Nordics 4.00%, Asia 3.00%.
Investor Type: Central Banks/Official Institutions 52.00%, Banks 28.00%, Funds 14.00%, Corporates 6.00%.
Combined final books EUR1.8bn (incl EUR160m JLM), 90 accounts.",,No,MC,,No,No,No,No,No,No,No,No,No,No,No,10781886,DEUTSCHE BANK,COMMERZBANK,UNICREDIT,CREDIT AGRICOLE,NORDDEUTSCHE LB,DZ BANK,HELABA,,,,,,
13-Mar-18,HELABA,AR7253784 CORP,EUR,500,1.24,617.46,0.875,Fixed,20-Mar-28,99.591,MS-13a,MS-14,,,Aaa,NR,AAA,IG,No,Yes,No,,,Western Europe,GERMANY,Financial,Banking,"DB, CMZB, UNICR, CA, NDLB, DZ, HEL",,Yes,"10-year Geography: Germany 81.00%, France 6.00%, Nordics 6.00%, Middle East 4.00%, Switzerland 2.00%, UK/Ireland 1.00%.
Investor Type: Central Banks/Official Institutions 44.00%, Banks 26.00%, Funds 18.00%, Insurers/Pension Funds 12.00%.",,No,PC,,No,No,No,No,No,No,No,No,No,No,No,10781887,DEUTSCHE BANK,COMMERZBANK,UNICREDIT,CREDIT AGRICOLE,NORDDEUTSCHE LB,DZ BANK,HELABA,,,,,,
12-Mar-18,BAYERNLB,AR6955553 CORP,EUR,500,1.23,611.38,0.5,Fixed,19-Mar-25,99.412,MS-15a,MS-16,,,Aaa,NR,AAA,IG,No,Yes,No,RegS only,,Western Europe,GERMANY,Financial,Banking,"ABN, BAYERN, CMZB, DZ, NAT",,Yes,,,No,PC,,No,No,No,No,No,No,No,No,No,No,No,10781365,ABN AMRO,BAYERNLB,COMMERZBANK,DZ BANK,NATIXIS,,,,,,,,
8-Mar-18,DEUTSCHE PFANDBRIEFBANK,AR6714968 CORP,EUR,750,1.24,925.54,0.25,Fixed,15-Mar-23,99.52,MS-11a,MS-13,,,Aa1,NR,NR,IG,No,Yes,No,,,Western Europe,GERMANY,Financial,Banking,"UNICR, CA, LBBW, DAN, HEL",,Yes,"Geography: Germany 76.00%, UK 10.00%, Austria/Switzerland 6.00%, Nordics 4.00%, Others 2.00%, Asia 2.00%.
Investor Type: Central Banks 55.00%, Banks 26.00%, Asset Managers 18.00%, Pension Funds 1.00%.
Final book over EUR850m (including EUR60m JLM) at reoffer, 35 accounts.",,No,MC,,No,No,No,No,No,No,No,No,No,No,No,10780790,UNICREDIT,CREDIT AGRICOLE,LBBW,DANSKE BANK,HELABA,,,,,,,,
